room,idx,original,translated,comments
550,18,"You wouldn't want to ruin the coupon, thus missing out on the fine bargain it represents.","__ ____ ____ _____ __ ______, _______ __ _____ ___ ____ ____ _____.",
550,19,,,
551,0,,,
551,1,"You join the keycard and cartridge, but nothing happens.","___ ____ __ ______ ______ ________, __ ___ __ ____.",
551,2,The cartridge appears to have no effect on your gadget. Maybe it's just as well.,_____ ____ _______ __ _____ __ _____. ____ ____ ___.,
551,3,You can't put the cartridge in the kit.,___ ______ ______ __ _______ _____.,
551,4,You leave a scratch on the outside of the data cartridge.,___ _____ _____ __ _____ ______ _______.,
551,5,"The outside of the cartridge gets a little wet, but it's probably still okay.","_____ _______ _____ ___, ___ ___ ____ ____.",
551,6,The broken glass leaves a slight scratch. Nothing appears to be damaged.,____ _______ _____ _____ ___. __ ____ ___ _______.,
551,7,Careful! You'll damage the information in the cartridge!,______! ___ _____ ___ _____ ________!,
551,8,You don't want to touch anything to the orat part.,____ ____ ____ ____ ___ _____ __ ____.,
551,9,Putting the data cartridge on the keys proves singularly unrewarding.,____ ______ _______ __ _______ __ _____ ____ ____ ____.,
551,10,You realize that putting the cartridge on your money was a pretty dumb idea.,___ ____ _____ _______ __ ____ ____ _____ _____ ____ _____.,
551,11,You carefully balance the data cartridge on the jet pack. Very interesting! But schtupid!,___ ____ _______ __ ______ _______ __ _____ ______. ____ ______! ___ _____!,
551,12,These don't work together.,___ __ ______ ____.,
551,13,These don't work together.,___ __ ______ ____.,
551,14,These don't work together.,___ __ ______ ____.,
551,15,You put the cartridge on the widget. Nothing happens.,___ __ __ _______ __ _____. ____ __ ____.,
551,16,The plant leaves a sticky residue on the data cartridge. Yuchh!,____ _____ ______ ______ __ ______ _______. _____!,
551,17,"You set the cartridge down on your coupon, and decide that whatever happens, it will make a pretty good paperweight.","___ _____ __ _______ __ ______, ______ ___ ____ __ ____, ___ _____ _______ ______.",
551,18,"You set the cartridge down on your coupon, and decide that whatever happens, it will make a pretty good paperweight.","___ _____ __ _______ __ ______, ______ ___ ____ __ ____, ___ _____ _______ ______.",
551,19,These don't work together.,___ __ ______ ____.,
552,0,The gadget does not seem to be designed to read the cartridge.,__ ____ _______ _____ _____ __ ____ _______.,
552,1,Touching the keycard with the gadget produces no visible effect.,_____ ______ ______ ____ ____ ____ _____ ____ ____.,
552,2,,,
552,3,The gadget won't go into the kit.,______ __ ____ _____.,
552,4,You put the gadget on the knife. Nothing happens.,___ ____ __ ______ __ _____. ____ __ ____.,
552,5,"You wet the gadget and shine it up a bit, but that probably won't affect its performance.","___ _____ __ ______ ______ ____ ___, __ ___ ____ _____ __ _______ _______.",
552,6,You realize that putting the gadget on the glass was probably a waste of time.,___ ____ _____ ______ __ _______ ____ _____ ___ ___ ____.,
552,7,You tap the gadget against the rock. It's not very exciting.,___ ____ ______ __ ___ ____. ___ __ _____.,
552,8,"When you touch the gadget to the orat part, it gets some ooky red stuff on it.","____ ___ _____ __ ______ __ ____ _____, ____ ____ ____ ____ ____.",
552,9,Now the gadget is on your keys. Isn't this exciting?,_____ ______ __ _______ ___. ____ ___ ____?,
552,10,The gadget appears to have no effect on the buckazoids.,______ ___ __ _____ __ __________ ___.,
552,11,The gadget doesn't appear to operate the jet pack.,______ __ _____ __ _____ ______.,
552,12,,,
552,13,,,
552,14,,,
552,15,The gadget and the widget should probably not be near one another.,______ ______ ___ _____ __ ______ ______ __ ______ __ __.,
552,16,"When you touch the gadget to the plant, it gets some purple goo on it.","____ ___ ____ ___ ______ ____, ____ ____ ____ _____ ____ ____.",
552,17,The gadget and the coupons do not have any sort of meaningful relationship.,___ ______ ________ __ _____ _____ _____ ________ ___ ___ ____.,
552,18,The gadget and the coupons do not have any sort of meaningful relationship.,___ ______ ________ __ _____ _____ _____ ________ ___ ___ ____.,
552,19,,,
553,0,"You set the survival kit on the cartridge. After a while, you take it off again.","___ _____ __ ____ _______ __ _______. ____ ___ __, ___ ____ ____ _____.",
553,1,Putting the survival kit on the keycard seems particularly pointless.,____ ____ _______ __ ______ ______ _____ ____ ______ ___ _____ ____.,
553,2,Putting the survival kit on the gadget is probably a waste of time.,____ ____ _______ __ ______ ____ _____ ____ __ ___.,
553,3,,,
553,4,The knife can now survive well enough without the aid of the survival kit.,_____ ____ _____ _____ __ ___ _____ __ ____ _______.,
553,5,The survival kit cannot help the dehydrated water in any way.,____ _______ __ _____ ____ ________ ____ ____.,
553,6,Setting the survival kit on the glass might break it.,_____ ____ _______ __ ___ _______ _____ _____ _______.,
553,7,All attempts to balance the survival kit on the rock end in failure.,__ ________ _____ __ ____ _______ __ ____ ___ _____.,
553,8,Putting the survival kit on the orat part does not produce the expected results (whatever they were).,____ ____ _______ __ ____ _____ __ ____ ______ ______ (__ ____ __ ____).,
553,9,Setting the survival kit on the skimmer key yields no favorable results.,____ ____ _______ __ ___ ____ _____ __ ____ ______ _______.,
553,10,Nothing happens when you put the kit on your money.,__ ____ ___ ____ ____ __ _____ __ ____.,
553,11,They don't work well together,__ __ _______ ___ ____.,
553,12,,,
553,13,,,
553,14,,,
553,15,Putting the survival kit on the widget proves largely fruitless.,____ ____ _______ __ _____ ____ _____ ______.,
553,16,Setting the survival kit on the plant squashes it somewhat.,_____ ____ _______ __ ____ ____ ____ _____ ______.,
553,17,"You manage to put the survival kit on the coupon, successfully wasting time and effort.","___ _____ _____ __ ____ _______ __ ______, ______ __ ____ _______ _______ _________.",
553,18,"You manage to put the survival kit on the coupon, successfully wasting time and effort.","___ _____ _____ __ ____ _______ __ ______, ______ __ ____ _______ _______ _________.",
553,19,,,
554,0,"You make a deep scratch in the cartridge casing. Hopefully, the information is undamaged.","___ ____ _____ _____ __ _____ _______. _____ ____, _____ __ ____.",
554,1,You relentlessly stab the keycard with the knife. You feel much better now.,___ ____ ___ ___ __ _____ ______. _____ ___ _____ ____ ____ ___.,
554,2,"The knife scratches the gadget, but it will probably still work.","_____ _____ __ ______, __ ___ _____ _____ _____.",
554,3,You ventilate the kit with the knife.,___ ______ __ _____ _____ _____.,
554,4,,,
554,5,You wouldn't want to puncture the container.,__ ____ ____ ____ __ _____.,
554,6,The knife makes a mark on the glass.,_____ _____ ______ __ _______.,
554,7,The knife scratches the rock and leaves little white marks.,_____ _____ __ ____ _______ ______ _____ __ _______.,
554,8,"You easily cut a tiny sliver from the orat part, and wonder why you bothered.","___ ____ _____ ____ ____ _____ ____, _____ ___ __ _____.",
554,9,Why would you want to cut your keys?,___ _____ _____ __ ________?,
554,10,Why would you want to cut your money? Did you think you'd double its value?,___ _____ _____ __ ____? ___ ____ ___ _____ __ _____?,
554,11,You scratch your initials into the casing of the jet pack: R W. How satisfying!,___ ____ __ ____ ______ ___ __ _____ _____ ______: _. _. ___ ____!,
554,12,,,
554,13,,,
554,14,,,
554,15,You cut a chunk of metal from the widget. It dulls your knife somewhat.,___ ____ ____ ____ ______. __ ____ ___ __ _____.,
554,16,You cut a tiny piece from the plant sample. Now your knife has sticky purple goo on it. Blecchhh!,___ ____ _____ ______ _______ ____. _____ __ _____ __ ____ ____ ____. _____!,
554,17,You decide you'd rather not cut these - they could be worth money.,___ _____ __ _____ ____ - __ ___ _____ ___.,
554,18,You decide you'd rather not cut these - they could be worth money.,___ _____ __ _____ ____ - __ ___ _____ ___.,
554,19,,,
555,0,You decide it's better not to get the cartridge wet.,___ _____ __ ____ __ _______ ___ ____.,
555,1,You spray some water on the keycard. Nothing much happens.,___ ____ ___ ___ __ ______. ___ ___ _____ __ ____.,
555,2,A wise man once said: Happiness is a wet gadget.,___ ___ ___ ___: ____ ___ ____ ____.,
555,3,"Having gone to the trouble to take the water out of the kit, you decide not to put it back in.","____ ___ ______ _____ ___ ______ __ ____ ______, ___ _____ __ ______ ____ _____.",
555,4,Putting water on your knife might rust the blade.,_____ ___ __ _____ _____ __ ____.,
555,5,,,
555,6,You spray a little water on the glass. It shines up real nice.,___ ____ ___ ___ __ _______. ___ _____ ___ _____.,
555,7,You spray some water on the rock. Now it's wet.,___ ____ ___ ___ __ ____. _____ ___ ____.,
555,8,You wash the orat part. It's not one bit less disgusting.,___ ____ __ ____ _____. ___ __ ____ ____ _____.,
555,9,You wonder why you're wasting your time putting water on your keys.,___ ____ ___ __ ___ _____ __ ____ __ _____ ______ ____.,
555,10,Your money is now slightly soggy.,____ ___ ______ ___.,
555,11,I don't think I'd put water on this - you might mess something up.,__ ____ ______ ____ __ __ ___ - ___ ____ _____ ____.,
555,12,,,
555,13,,,
555,14,,,
555,15,Egad! You've wet your widget!,______! _____ __ _____!,
555,16,"It's too late to water this plant. It's dead, Jim.","_____ ___ ______ __ ____. ___ __, _'__.",
555,17,Now your coupons are damp.,_____ ________ ___ ____.,
555,18,Now your coupons are damp.,_____ ________ ___ ____.,
555,19,,,
556,0,"You scratch your initials on the cartridge. It's somehow satisfying, though meaningless.","___ ____ __ ____ ______ ___ __ _______. ______ __ ____, __ __ ___ ___.",
556,1,Touching the glass to the keycard produces no visible effect.,____ ___ _______ ______ ______ __ _____ ______ ______ ____.,
556,2,"You tap the glass against the gadget. Tink, tink. If you had three gadgets, you could play a song.","___ ____ __ _______ __ ______. ____, ____. __ __ ___ __ _____ _______, _____ ____ ___.",
556,3,The glass won't go into the survival kit.,_______ __ _____ _____ _______.,
556,4,You decide trying to cut a knife with a piece of glass is unintelligent.,___ ____ __ _____ _____ ____ __ ____ ______ ____ ____ __ __________.,
556,5,You wonder why putting the glass on the water seemed like a good idea.,___ ____ ____ _____ ______ ____ _____ __ ___ _____ ___.,
556,6,,,
556,7,Touching the rock with the glass produces no visible effect.,_____ ____ __ _______ ____ _____ ______ ______ ____.,
556,8,You manage to slice off a bit of the orat part. it's as repulsive as the rest of it.,___ _____ _____ _____ _____ _____. ___ ____ ___ __ ____.,
556,9,You have no reason to try to cut the key with the glass.,___ __ ____ _____ ____ __ _____ __ _______.,
556,10,The glass might cut your money.,_______ _____ _____ __ ____.,
556,11,The surface of the jetpack is proves unyielding to the ravages of the glass.,___ _____ ____ ____ _______ ___ ___ _______.,
556,12,,,
556,13,,,
556,14,,,
556,15,"The glass will scrape the widget, but you can't imagine why you'd want to.","_______ _____ __ _____, ___ ___ __ ____ ___ _____ ______ ___.",
556,16,"You shave off a piece of the plant with the glass, then wonder why.","___ ____ ____ _____ _______ _______, ___ _____ ____.",
556,17,Cutting the coupons with the glass would render them unredeemable.,_____ ________ __ _______ _____ ____ _____ ______.,
556,18,Cutting the coupons with the glass would render them unredeemable.,_____ ________ __ _______ _____ ____ _____ ______.,
556,19,,,
557,0,The rock sits quietly on the cartridge and does nothing.,____ _____ ______ __ _______ _____ ____ ___.,
557,1,The rock has no effect on the keycard.,____ ___ __ _____ __ ______.,
557,2,The rock taps against the gadget with a satisfying `clink.',____ _____ __ ______ _______ ____ '_____' ____ _____.,
557,3, The rock is too big to fit in the kit.,____ _____ ___ ____ ______ __ ___ _____.,
557,4,Suddenly poking your knife with a rock seems so childish.,_____ _______ __ _____ ____ _____ __ _______.,
557,5,Now you have a wet rock.,_____ __ __ ___ _____.,
557,6,"You don't want to scratch your nice shiny glass, do you?","___ __ ____ _____ __ _______ ______ ___, __ __?",
557,7,,,
557,8,"Seeing the disgusting results, you wonder why you put the rock on the orat part.","______ __ ______ _______, ___ ____ ___ __ ____ __ ____ __ ____ _____.",
557,9,,,
557,10,"You put the rock on your money. Sure enough, the money doesn't blow away.","___ __ __ ____ __ ____. _____, ____ __ __ ____.",
557,11,,,
557,12,,,
557,13,,,
557,14,,,
557,15,The rock does not stick to the magnetic widget. You infer the absence of ferrous metal.,____ __ _____ _____ ______. ___ ____ __ ___ _____ ____ _____.,
557,16,Like everything that touches the plant (including you) the rock comes away gooey.,___ __ ___ _____ ____ (____ ____) ____ _____ _____.,
557,17,,,
